state;postcode;locality;division
S;5204;Rapid Bay;MAYO
S;5320;Brenda Park;BARKER
S;5320;Stuart;BARKER
S;5374;Frankton;BARKER
S;5374;Frankton;GREY
S;5413;Tothill Belt;GREY
S;5552;Thrington;GREY
S;5602;Port Gibbon;GREY
S;5633;Ulyerra;GREY
S;5690;Coorabie;GREY
S;5690;Merghiny;GREY
S;5690;Nundroo;GREY
S;5172;Montarra;MAYO
S;5259;Naturi;BARKER
S;5431;Black Rock;GREY
S;5431;Hammond;GREY
S;5461;Goyder;GREY
S;5520;Barunga Gap;GREY
S;5573;Yorke Valley;GREY
S;5577;Couch Beach;GREY
S;5607;Kiana;GREY
S;5607;Tootenilla;GREY
S;5680;Laura Bay;GREY
S;5680;Westall;GREY
S;5222;Dudley West;MAYO
S;5231;Millbrook;MAYO
S;5280;Magarey;BARKER
S;5308;Mantung;BARKER
S;5330;Markaranka;BARKER
S;5354;Marks Landing;BARKER
S;5417;Gum Creek;GREY
S;5433;Yarrah;GREY
S;5550;Inkerman;GREY
S;5602;Lucky Bay;GREY
S;5640;Waddikee;GREY
S;5641;Caralue;GREY
S;5641;Moseley;GREY
S;5671;Tyringa;GREY
S;5690;Kalanbi;GREY
S;5076;Castambul;MAYO
S;5094;Cavan;MAKIN
S;5231;Chain of Ponds;MAYO
S;5264;Salt Creek;BARKER
S;5356;Steinfeld;BARKER
S;5356;Steinfeld;GREY
S;5356;Stonefield;BARKER
S;5356;Stonefield;GREY
S;5357;McBean Pound;BARKER
S;5374;Peep Hill;GREY
S;5381;Brady Creek;GREY
S;5413;Tarnma;GREY
S;5413;Tothill Creek;GREY
S;5454;Hacklins Corner;GREY
S;5495;Mambray Creek;GREY
S;5554;Jericho;GREY
S;5558;Nalyappa;GREY
S;5602;Mitchellville;GREY
S;5223;Middle River;MAYO
S;5253;Riverglen;BARKER
S;5267;Wirrega;BARKER
S;5270;Buckingham;BARKER
S;5280;Thornlea;BARKER
S;5374;Mount Mary;BARKER
S;5400;Woolsheds;GREY
S;5453;Boconnoc Park;GREY
S;5491;Hornsdale;GREY
S;5607;Tooligie;GREY
S;5660;Cungena;GREY
S;5690;Charra;GREY
S;5730;Beltana;GREY
S;5204;Deep Creek;MAYO
S;5222;Kangaroo Head;MAYO
S;5223;Western River;MAYO
S;5253;Chapman Bore;BARKER
S;5256;Nurragi;MAYO
S;5256;Tolderol;MAYO
S;5264;Waltowa;BARKER
S;5270;Swede Flat;BARKER
S;5276;Nora Creina;BARKER
S;5279;Short;BARKER
S;5280;Clay Wells;BARKER
S;5309;Borrika;BARKER
S;5330;Wigley Flat;BARKER
S;5453;Barinia;GREY
S;5690;Fowlers Bay;GREY
S;5106;Salisbury South;SPENCE
S;5271;The Gap;BARKER
S;5279;Wattle Range East;BARKER
S;5304;Karte;BARKER
S;5311;Meribah;BARKER
S;5374;Sutherlands;GREY
S;5417;North Booborowie;GREY
S;5422;Sunnybrae;GREY
S;5523;Nurom;GREY
S;5554;Thomas Plain;GREY
S;5172;Kuitpo Colony;MAYO
S;5270;Carew;BARKER
S;5272;Greenways;BARKER
S;5277;Comaum;BARKER
S;5291;German Creek;BARKER
S;5330;Lowbank;BARKER
S;5415;Stanley;GREY
S;5451;Undalya;GREY
S;5523;Huddleston;GREY
S;5670;Colton;GREY
S;5680;Petina;GREY
S;5690;Wandana;GREY
S;5700;Blanche Harbor;GREY
S;872;Umuwa;GREY
S;5222;Ironstone;MAYO
S;5259;Poltalloch;BARKER
S;5267;Laffer;BARKER
S;5330;Good Hope Landing;BARKER
S;5330;Kanni;BARKER
S;5343;Gerard;BARKER
S;5356;Sandleton;BARKER
S;5461;Everard Central;GREY
S;5461;Mount Templeton;GREY
S;5461;Watchman;GREY
S;5520;Bumbunga;GREY
S;5550;South Hummocks;GREY
S;5552;Melton;GREY
S;5221;Muston;MAYO
S;5275;West Range;BARKER
S;5340;Mundic Creek;BARKER
S;5353;Towitta;BARKER
S;5558;Hamley;GREY
S;5570;Clinton Centre;GREY
S;5607;Sheringa;GREY
S;5680;Nunjikompita;GREY
S;5172;Kyeema;MAYO
S;5222;Sapphiretown;MAYO
S;5259;Ashville;BARKER
S;5267;McCallum;BARKER
S;5309;Mindarie;BARKER
S;5410;Linwood;BARKER
S;5410;Linwood;GREY
S;5570;Winulta;GREY
S;5601;Point Lowly;GREY
S;5607;Moody;GREY
S;5655;Kaldoonera;GREY
S;872;Inyarinya;GREY
S;872;Kenmore Park;GREY
S;872;Yunyarinyi;GREY
S;5223;Gosse;MAYO
S;5254;Zadows Landing;BARKER
S;5304;Mootatunga;BARKER
S;5304;Peebinga;BARKER
S;5311;Alawoona;BARKER
S;5322;Ramco;BARKER
S;5413;Steelton;GREY
S;5454;Washpool;GREY
S;5491;Bundaleer North;GREY
S;5238;Angas Valley;BARKER
S;5255;Salem;MAYO
S;5311;Paruna;BARKER
S;5360;Nain;BARKER
S;5412;Woolshed Flat;GREY
S;5454;Andrews;GREY
S;5680;Eba Anchorage;GREY
S;5724;Marla;GREY
S;5201;Blackfellows Creek;MAYO
S;5253;Gifford Hill;BARKER
S;5254;Tepko;BARKER
S;5268;Bordertown South;BARKER
S;5272;Coles;BARKER
S;5340;Wonuarra;BARKER
S;5374;Buchanan;GREY
S;5420;Whyte Yarcowie;GREY
S;5607;Sleaford;GREY
S;5632;Kapinnie;GREY
S;5203;Bald Hills;MAYO
S;5252;St Ives;MAYO
S;5277;Pleasant Park;BARKER
S;5340;Pike River;BARKER
S;5431;Tarcowie;GREY
S;5431;Willowie;GREY
S;5461;Bowillia;GREY
S;5571;Rogues Point;GREY
S;5607;Charlton Gully;GREY
S;5223;Birchmore;MAYO
S;5271;Struan;BARKER
S;5291;Dismal Swamp;BARKER
S;5291;Square Mile;BARKER
S;5311;Taplan;BARKER
S;5333;Pyap West;BARKER
S;5356;Annadale;BARKER
S;5356;St Kitts;BARKER
S;5481;Bangor;GREY
S;5540;Lower Broughton;GREY
S;5552;Kulpara;GREY
S;5571;Dowlingville;GREY
S;5581;Sheaoak Flat;GREY
S;5118;Kingsford;BARKER
S;5271;Cadgee;BARKER
S;5309;Sandalwood;BARKER
S;5373;Koonunga;BARKER
S;5453;Polish Hill River;GREY
S;5490;Caltowie West;GREY
S;5211;Willow Creek;MAYO
S;5223;Bay of Shoals;MAYO
S;5268;Lowan Vale;BARKER
S;5275;Blackford;BARKER
S;5308;Copeville;BARKER
S;5311;Bugle Hut;BARKER
S;5322;Qualco;BARKER
S;5461;Whitwarta;GREY
S;5464;Hart;GREY
S;5480;Stone Hut;GREY
S;5501;Avon;GREY
S;5575;Port Rickaby;GREY
S;5583;Sultana Point;GREY
S;5671;Colley;GREY
S;5680;Chandada;GREY
S;5700;Miranda;GREY
S;5223;Kohinoor;MAYO
S;5253;Toora;BARKER
S;5267;Mount Charles;BARKER
S;5271;Moyhall;BARKER
S;5271;Wrattonbully;BARKER
S;5275;Taratap;BARKER
S;5353;Sunnydale;BARKER
S;5432;Cradock;GREY
S;5434;Flinders Ranges;GREY
S;5552;Sunnyvale;GREY
S;5607;Whites Flat;GREY
S;5690;Bogati;GREY
S;5690;Boogabi;GREY
S;5690;Bookabie;GREY
S;5259;Malinong;BARKER
S;5276;Bray;BARKER
S;5291;Caveton;BARKER
S;5550;Beaufort;GREY
S;5575;Parsons Beach;GREY
S;5577;Point Souttar;GREY
S;5602;Miltalie;GREY
S;5607;Mount Dutton Bay;GREY
S;5632;Karkoo;GREY
S;5641;Buckleboo;GREY
S;5732;Nepabunna;GREY
S;872;Kanpi;GREY
S;872;Kanypi Homeland;GREY
S;5252;Hay Valley;MAYO
S;5266;Colebatch;BARKER
S;5272;Conmurra;BARKER
S;5308;Kalyan;BARKER
S;5308;Perponda;BARKER
S;5374;Hansborough;BARKER
S;5374;Hansborough;GREY
S;5413;Black Springs;GREY
S;5420;Canowie Belt;GREY
S;5577;Foul Bay;GREY
S;5607;Mount Hope;GREY
S;5654;Mount Damper;GREY
S;5670;Bramfield;GREY
S;5730;Blinman;GREY
S;5264;Coorong;BARKER
S;5278;Wepar;BARKER
S;5291;Cape Douglas;BARKER
S;5301;Moorlands;BARKER
S;5301;Netherton;BARKER
S;5455;Hilltown;GREY
S;5481;Wongyarra;GREY
S;5501;Calomba;GREY
S;5540;Pirie East;GREY
S;5641;Cortlinye;GREY
S;5641;Kelly;GREY
S;5642;Kielpa;GREY
S;5062;Brown Hill Creek;BOOTHBY
S;5238;Punthari;BARKER
S;5374;Australia Plains;GREY
S;5374;Ngapala;GREY
S;5417;Leighton;GREY
S;5523;Clements Gap;GREY
S;5640;Campoona;GREY
S;5202;Myponga Beach;MAYO
S;5210;Mount Magnificent;MAYO
S;5255;Mulgundawa;BARKER
S;5271;Bool Lagoon;BARKER
S;5275;Boatswain Point;BARKER
S;5277;Glenroy;BARKER
S;5291;Racecourse Bay;BARKER
S;5310;Wanbi;BARKER
S;5353;Punyelroo;BARKER
S;5374;Brownlow;GREY
S;5432;Carrieton;GREY
S;5501;Long Plains;GREY
S;5554;Cunliffe;GREY
S;5607;Green Patch;GREY
S;5238;Purnong;BARKER
S;5261;Ki Ki;BARKER
S;5269;Pine Hill;BARKER
S;5381;Emu Downs;GREY
S;5501;Webb Beach;GREY
S;5573;Urania;GREY
S;5575;Bluff Beach;GREY
S;5641;Pinkawillinie;GREY
S;5680;Haslam;GREY
S;5256;Point Sturt;MAYO
S;5311;Taldra;BARKER
S;5556;Wallaroo Plain;GREY
S;5650;Koongawa;GREY
S;5690;Oak Valley;GREY
S;5690;Penkimba Homestead;GREY
S;5732;Gammon Ranges;GREY
S;5160;Lonsdale;KINGSTON
S;5223;Stokes Bay;MAYO
S;5271;Spence;BARKER
S;5353;Mount McKenzie;BARKER
S;5491;Belalie East;GREY
S;5552;Kainton;GREY
S;5602;Mangalo;GREY
S;5238;Caurnamont;BARKER
S;5268;Pooginagoric;BARKER
S;5279;Koorine;BARKER
S;5311;Woodleigh;BARKER
S;5330;Overland Corner;BARKER
S;5374;Bower;BARKER
S;5374;Bower;GREY
S;5522;Ward Hill;GREY
S;5607;Venus Bay;GREY
S;5652;Pygery;GREY
S;5157;McHarg Creek;MAYO
S;5222;Pelican Lagoon;MAYO
S;5223;Newland;MAYO
S;5280;Sebastopol;BARKER
S;5307;Marama;BARKER
S;5419;Willalo;GREY
S;5461;Erith;GREY
S;5550;Nantawarra;GREY
S;5576;Honiton;GREY
S;5602;Minbrie;GREY
S;5607;Pearlah;GREY
S;5238;Ponde;BARKER
S;5267;Brimbago;BARKER
S;5271;Keppoch;BARKER
S;5280;Wattle Range;BARKER
S;5352;Krondorf;BARKER
S;5373;Bethel;BARKER
S;5607;Murdinga;GREY
S;5680;Mudamuckla;GREY
S;5733;Marree;GREY
S;872;Kalka;GREY
S;5204;Silverton;MAYO
S;5253;Ettrick;BARKER
S;5267;Sherwood;BARKER
S;5464;Condowie;GREY
S;5481;Murray Town;GREY
S;5491;Belalie North;GREY
S;5560;Ninnes;GREY
S;5223;Karatta;MAYO
S;5237;Milendella;BARKER
S;5255;Angas Plains;MAYO
S;5255;Lake Plains;MAYO
S;5259;Kepa;BARKER
S;5311;Wunkar;BARKER
S;5353;Black Hill;BARKER
S;5401;Salter Springs;GREY
S;5605;Butler;GREY
S;5632;Mitchell;GREY
S;5261;Cooke Plains;BARKER
S;5275;Keilira;BARKER
S;5301;Jabuk;BARKER
S;5351;Barossa Goldfields;BARKER
S;5554;Boors Plain;GREY
S;5554;Willamulka;GREY
S;5653;Yaninee;GREY
S;5261;Yumali;BARKER
S;5272;Woolumbool;BARKER
S;5275;Wangolina;BARKER
S;5373;Fords;BARKER
S;5401;Alma;GREY
S;5453;Spring Gully;GREY
S;5523;Merriton;GREY
S;5550;Bowmans;GREY
S;5607;Point Boston;GREY
S;5655;Poochera;GREY
S;5238;Pompoota;BARKER
S;5400;Magdala;GREY
S;5523;Narridy;GREY
S;5573;South Kilkerran;GREY
S;5607;Koppio;GREY
S;5700;Port Paterson;GREY
S;5120;Buckland Park;SPENCE
S;5137;Marble Hill;MAYO
S;5265;Field;BARKER
S;5306;Wynarka;BARKER
S;5333;Pata;BARKER
S;5400;Pinkerton Plains;GREY
S;5422;Mannanarie;GREY
S;5641;Solomon;GREY
S;5680;Sceale Bay;GREY
S;5238;Wongulla;BARKER
S;5271;Koppamurra;BARKER
S;5495;Baroota;GREY
S;5607;Wanilla;GREY
S;5223;Duncan;MAYO
S;5270;Mundulla West;BARKER
S;5272;Fox;BARKER
S;5277;Maaoupe;BARKER
S;5352;Gomersal;BARKER
S;5440;Yunta;GREY
S;5723;Umoona;GREY
S;5150;Leawood Gardens;BOOTHBY
S;5150;Leawood Gardens;STURT
S;5252;Petwood;MAYO
S;5254;Wall Flat;BARKER
S;5255;Bletchley;MAYO
S;5264;Policeman Point;BARKER
S;5271;Stewart Range;BARKER
S;5373;Hamilton;BARKER
S;5501;Port Gawler;GREY
S;5502;Fischer;GREY
S;5520;Wokurna;GREY
S;5571;Petersville;GREY
S;5631;Cockaleechie;GREY
S;5237;Sanderston;BARKER
S;5262;Frances;BARKER
S;5279;Mount McIntyre;BARKER
S;5374;Hampden;GREY
S;5453;Kybunga;GREY
S;5632;Yeelanna;GREY
S;5680;Perlubie;GREY
S;5732;Copley;GREY
S;5734;Oodnadatta;GREY
S;5222;Dudley East;MAYO
S;5275;Cape Jaffa;BARKER
S;5301;Sherlock;BARKER
S;5373;Bagot Well;BARKER
S;5571;James Well;GREY
S;5261;Culburra;BARKER
S;5262;Binnum;BARKER
S;5268;Bangham;BARKER
S;5301;Parrakie;BARKER
S;5374;Neales Flat;GREY
S;5607;Brooker;GREY
S;5153;Biggs Flat;MAYO
S;5223;Menzies;MAYO
S;5260;Elwomple;BARKER
S;5502;Grace Plains;GREY
S;5571;Black Point;GREY
S;5651;Kyancutta;GREY
S;5291;Blackfellows Caves;BARKER
S;5558;Agery;GREY
S;5571;Cunningham;GREY
S;5573;Wauraltee;GREY
S;5700;Davenport;GREY
S;5355;Moppa;BARKER
S;5357;Paisley;BARKER
S;5573;Weetulta;GREY
S;5204;Hay Flat;MAYO
S;5254;Pallamana;BARKER
S;5354;Fisher;BARKER
S;5223;Cygnet River;MAYO
S;5291;Carpenter Rocks;BARKER
S;5352;Stone Well;BARKER
S;5203;Parawa;MAYO
S;5203;Torrens Vale;MAYO
S;5261;Coomandook;BARKER
S;5267;Coombe;BARKER
S;5671;Port Kenny;GREY
S;5291;Wye;BARKER
S;5501;Middle Beach;GREY
S;5540;Telowie;GREY
S;5118;Kangaroo Flat;GREY
S;5172;Dingabledinga;MAYO
S;5223;Cassini;MAYO
S;5355;Daveyston;BARKER
S;5453;Gillentown;GREY
S;5460;Pinery;GREY
S;5575;Koolywurtie;GREY
S;5275;Wyomi;BARKER
S;5603;Verran;GREY
S;5223;Vivonne Bay;MAYO
S;5255;Sandergrove;MAYO
S;5271;Marcollat;BARKER
S;5493;Yongala;GREY
S;5523;Beetaloo Valley;GREY
S;5575;Brentwood;GREY
S;5575;Ramsay;GREY
S;5580;Port Julia;GREY
S;5642;Darke Peak;GREY
S;5153;Green Hills Range;MAYO
S;5222;Island Beach;MAYO
S;5118;Gawler River;GREY
S;5250;Totness;MAYO
S;5255;Red Creek;MAYO
S;5333;New Residence;BARKER
S;5343;Gurra Gurra;BARKER
S;5453;Hill River;GREY
S;5510;Lochiel;GREY
S;5554;Matta Flat;GREY
S;5661;Wirrulla;GREY
S;5271;Lochaber;BARKER
S;5431;Pekina;GREY
S;5453;Spring Farm;GREY
S;5571;Pine Point;GREY
S;5607;Coomunga;GREY
S;5275;Reedy Creek;BARKER
S;5320;Murbko;BARKER
S;5453;Emu Flat;GREY
S;5573;Point Pearce;GREY
S;5607;Yallunda Flat;GREY
S;5731;Leigh Creek;GREY
S;5253;White Hill;BARKER
S;5268;Senior;BARKER
S;5275;Pinks Beach;BARKER
S;5291;Burrungule;BARKER
S;5291;Pelican Point;BARKER
S;5413;Waterloo;GREY
S;5471;Gulnare;GREY
S;5540;Port Pirie;GREY
S;5571;Sandilands;GREY
S;5255;Gemmells;MAYO
S;5355;Marananga;BARKER
S;5540;Bungama;GREY
S;5223;Macgillivray;MAYO
S;5607;Duck Ponds;GREY
S;5642;Rudall;GREY
S;5650;Warramboo;GREY
S;5330;Holder;BARKER
S;5480;Appila;GREY
S;5490;Caltowie;GREY
S;5501;Wild Horse Plains;GREY
S;5523;Wandearah East;GREY
S;5251;Mount Barker Summit;MAYO
S;5271;Joanna;BARKER
S;5351;Pewsey Vale;BARKER
S;5413;Marrabel;GREY
S;5254;Woodlane;BARKER
S;5238;Walker Flat;BARKER
S;5301;Geranium;BARKER
S;5453;Hoyleton;GREY
S;5720;Woomera;GREY
S;5253;Brinkley;BARKER
S;5253;Sunnyside;BARKER
S;5576;Port Moorowie;GREY
S;5262;Kybybolite;BARKER
S;5291;Nene Valley;BARKER
S;5202;Hindmarsh Tiers;MAYO
S;5220;Parndana;MAYO
S;5374;Point Pass;GREY
S;5172;Willunga Hill;MAYO
S;5223;Seddon;MAYO
S;5273;Avenue Range;BARKER
S;5253;Monteith;BARKER
S;5418;Mount Bryan;GREY
S;5540;Coonamia;GREY
S;5110;St Kilda;SPENCE
S;5291;Donovans;BARKER
S;5291;Mingbool;BARKER
S;5555;Mundoora;GREY
S;5573;Balgowan;GREY
S;5352;Rowland Flat;BARKER
S;5268;Western Flat;BARKER
S;5352;Vine Vale;BARKER
S;5460;Barabba;GREY
S;5301;Peake;BARKER
S;5214;Mosquito Hill;MAYO
S;5355;Seppeltsfield;BARKER
S;5607;Ungarra;GREY
S;5277;Monbulla;BARKER
S;5291;Eight Mile Creek;BARKER
S;5223;Emu Bay;MAYO
S;5255;Belvidere;MAYO
S;5268;Cannawigara;BARKER
S;5280;Furner;BARKER
S;5607;Tulka;GREY
S;5690;Koonibba;GREY
S;5275;Mount Benson;BARKER
S;5421;Terowie;GREY
S;5690;Denial Bay;GREY
S;5118;Ward Belt;GREY
S;5118;Ward Belt;SPENCE
S;5267;Willalooka;BARKER
S;5453;Sevenhill;GREY
S;5577;The Pines;GREY
S;5134;Cherryville;MAYO
S;5280;Hatherleigh;BARKER
S;5352;Bethany;BARKER
S;5521;Redhill;GREY
S;5253;Burdett;BARKER
S;5253;Long Flat;BARKER
S;5254;Rocky Gully;BARKER
S;5607;Hawson;GREY
S;5238;Bowhill;BARKER
S;5157;Bull Creek;MAYO
S;5351;Altona;BARKER
S;5351;Mount Crawford;BARKER
S;5351;Mount Crawford;MAYO
S;5495;Weeroona Island;GREY
S;5172;Hope Forest;MAYO
S;5223;Nepean Bay;MAYO
S;5275;Sandy Grove;BARKER
S;5280;Rocky Camp;BARKER
S;5322;Ramco Heights;BARKER
S;5607;Louth Bay;GREY
S;5630;Edillilie;GREY
S;5690;Ceduna Waters;GREY
S;5010;Regency Park;ADELAIDE
S;5371;Shea-Oak Log;BARKER
S;5452;Leasingham;GREY
S;5222;Baudin Beach;MAYO
S;5254;Caloote;BARKER
S;5575;Hardwicke Bay;GREY
S;5253;Avoca Dell;BARKER
S;5333;Bookpurnong;BARKER
S;5419;Hallett;GREY
S;5371;Templers;BARKER
S;5371;Templers;GREY
S;5153;Chapel Hill;MAYO
S;5211;Mount Jagged;MAYO
S;5332;Moorook;BARKER
S;5356;Dutton;BARKER
S;5356;Dutton;GREY
S;5114;Sampson Flat;SPENCE
S;5575;Corny Point;GREY
S;5501;Windsor;GREY
S;5572;Arthurton;GREY
S;5263;Coonawarra;BARKER
S;5414;Manoora;GREY
S;5373;Allendale North;BARKER
S;5470;Yacka;GREY
S;5303;Parilla;BARKER
S;5204;Delamere;MAYO
S;5223;Haines;MAYO
S;5254;Monarto South;BARKER
S;5259;Narrung;BARKER
S;5259;Point McLeay;BARKER
S;5259;Raukkan;BARKER
S;5611;Iron Knob;GREY
S;5654;Minnipa;GREY
S;5253;Murray Bridge North;BARKER
S;5333;Pyap;BARKER
S;5223;Wisanger;MAYO
S;5271;Wild Dog Valley;BARKER
S;5255;Hartley;MAYO
S;5262;Hynam;BARKER
S;5501;Lower Light;GREY
S;5552;Paskeville;GREY
S;5253;Murray Bridge South;BARKER
S;5275;Rosetown;BARKER
S;5502;Reeves Plains;GREY
S;5558;Cross Roads;GREY
S;5607;Coulta;GREY
S;5118;Concordia;SPENCE
S;5238;Cowirra;BARKER
S;5271;Mount Light;BARKER
S;5066;Waterfall Gully;STURT
S;5172;The Range;MAYO
S;5453;Penwortham;GREY
S;5107;Green Fields;MAKIN
S;5203;Wattle Flat;MAYO
S;5355;Ebenezer;BARKER
S;5412;Rhynie;GREY
S;5555;Alford;GREY
S;5291;Kongorong;BARKER
S;5501;Parham;GREY
S;5251;Mount Barker Springs;MAYO
S;5172;Yundi;MAYO
S;5269;Wolseley;BARKER
S;5332;Moorook South;BARKER
S;5340;Murtho;BARKER
S;5201;Prospect Hill;MAYO
S;5464;Koolunga;GREY
S;5253;Swanport;BARKER
S;872;Mount Davies Camp;GREY
S;872;Pipalyatjara;GREY
S;5575;Wool Bay;GREY
S;5253;Woods Point;BARKER
S;5204;Second Valley;MAYO
S;5211;Back Valley;MAYO
S;5472;Georgetown;GREY
S;5168;Noarlunga Centre;KINGSTON
S;5172;Pages Flat;MAYO
S;5417;Booborowie;GREY
S;5540;Nelshaby;GREY
S;5522;Fisherman Bay;GREY
S;5153;Flaxley;MAYO
S;5607;Poonindie;GREY
S;5201;Paris Creek;MAYO
S;5350;Rosedale;BARKER
S;5461;Halbury;GREY
S;5291;Wandilo;BARKER
S;5502;Redbanks;GREY
S;5259;Wellington;BARKER
S;5558;East Moonta;GREY
S;5607;Wangary;GREY
S;5082;Thorngate;ADELAIDE
S;5254;Monarto;BARKER
S;5502;Korunye;GREY
S;5690;Penong;GREY
S;5118;Buchfelde;SPENCE
S;5204;Wirrina Cove;MAYO
S;5237;Palmer;BARKER
S;5558;Moonta Mines;GREY
S;5238;Nildottie;BARKER
S;5253;White Sands;BARKER
S;5607;Lipson;GREY
S;5280;Rendelsham;BARKER
S;5341;Chaffey;BARKER
S;5245;Paechtown;MAYO
S;5341;Crescent;BARKER
S;5007;Hindmarsh;ADELAIDE
S;5540;Warnertown;GREY
S;5575;Marion Bay;GREY
S;5607;Tiatukia;GREY
S;5114;Gould Creek;MAKIN
S;5114;Gould Creek;SPENCE
S;5131;Lower Hermitage;MAYO
S;5353;Sedan;BARKER
S;5201;Kuitpo;MAYO
S;5235;Cromer;BARKER
S;5235;Cromer;MAYO
S;5171;Tatachilla;MAYO
S;5633;Lock;GREY
S;5110;Bolivar;SPENCE
S;5153;Jupiter Creek;MAYO
S;5291;Mount Schank;BARKER
S;5570;Price;GREY
S;5223;Brownlow Ki;MAYO
S;5415;Mintaro;GREY
S;5153;Bradbury;MAYO
S;5501;Thompson Beach;GREY
S;5608;Mullaquana;GREY
S;5210;Nangkita;MAYO
S;5353;Moculta;BARKER
S;5416;Farrell Flat;GREY
S;5062;Lynton;BOOTHBY
S;5555;Tickera;GREY
S;5680;Smoky Bay;GREY
S;5153;Scott Creek;MAYO
S;5354;Swan Reach;BARKER
S;5571;Tiddy Widdy Beach;GREY
S;5094;Dry Creek;MAKIN
S;5115;Munno Para Downs;SPENCE
S;5255;Woodchester;MAYO
S;5604;Port Neill;GREY
S;5245;Verdun;MAYO
S;5700;Commissariat Point;GREY
S;5275;Biscuit Flat;BARKER
S;5322;Golden Heights;BARKER
S;5255;Tooperang;MAYO
S;5330;Taylorville;BARKER
S;5238;Younghusband;BARKER
S;5355;Light Pass;BARKER
S;5410;Stockport;GREY
S;872;Fregon;GREY
S;872;Kaljti;GREY
S;872;Kaltjiti;GREY
S;5381;Robertstown;GREY
S;5153;Longwood;MAYO
S;5235;Flaxman Valley;BARKER
S;5111;Edinburgh;SPENCE
S;5341;Cooltong;BARKER
S;5259;Jervois;BARKER
S;5271;Padthaway;BARKER
S;5454;Spalding;GREY
S;5121;Penfield Gardens;SPENCE
S;5251;Bugle Ranges;MAYO
S;5172;Whites Valley;MAYO
S;5464;Brinkworth;GREY
S;5013;Gillman;HINDMARSH
S;5139;Forest Range;MAYO
S;5357;Blanchetown;BARKER
S;5583;Coobowie;GREY
S;5118;Bibaringa;SPENCE
S;5157;Ashbourne;MAYO
S;5233;Kenton Valley;MAYO
S;5411;Tarlee;GREY
S;5434;Hawker;GREY
S;5155;Mount George;MAYO
S;5253;Northern Heights;BARKER
S;872;Everard Park Homestead;GREY
S;872;Mimili;GREY
S;5131;Upper Hermitage;MAKIN
S;5131;Upper Hermitage;MAYO
S;5254;Rockleigh;BARKER
S;5580;Curramulka;GREY
S;5252;Dawesley;MAYO
S;5690;Yalata;GREY
S;5238;Port Mannum;BARKER
S;5114;Yattalunga;SPENCE
S;5221;American River;MAYO
S;5265;Coonalpyn;BARKER
S;5251;Wistow;MAYO
S;5607;North Shields;GREY
S;5072;Skye;STURT
S;5134;Montacute;MAYO
S;5126;Yatala Vale;MAKIN
S;5331;Kingston on Murray;BARKER
S;5353;Cambrai;BARKER
S;5722;Andamooka;GREY
S;5280;Southend;BARKER
S;5603;Arno Bay;GREY
S;5222;Penneshaw;MAYO
S;5452;Watervale;GREY
S;5343;Lyrup;BARKER
S;5138;Basket Range;MAYO
S;5453;Stanley Flat;GREY
S;5259;Wellington East;BARKER
S;5255;Finniss;MAYO
S;5291;Glenburnie;BARKER
S;5483;Melrose;GREY
S;5171;Blewitt Springs;MAYO
S;5279;Mount Burr;BARKER
S;5321;Cadell;BARKER
S;5174;Sellicks Hill;MAYO
S;5236;Tungkillo;BARKER
S;5353;Keyneton;BARKER
S;5204;Cape Jervis;MAYO
S;5322;Sunlands;BARKER
S;5453;Armagh;GREY
S;5670;Elliston;GREY
S;5570;Clinton;GREY
S;5255;Highland Valley;MAYO
S;5211;Waitpinga;MAYO
S;5291;Mil-Lel;BARKER
S;5211;Inman Valley;MAYO
S;872;Amata;GREY
S;872;Musgrave Pk Native Set;GREY
S;5343;Winkie;BARKER
S;5350;Sandy Creek;BARKER
S;5081;Medindie Gardens;ADELAIDE
S;872;Indulkana;GREY
S;872;Iwantja;GREY
S;5110;Globe Derby Park;MAKIN
S;5250;Blakiston;MAYO
S;5346;Cobdogla;BARKER
S;5577;Warooka;GREY
S;5133;Inglewood;MAYO
S;5575;Point Turton;GREY
S;5157;Coromandel East;MAYO
S;5277;Nangwarry;BARKER
S;5255;Willyaroo;MAYO
S;5341;Renmark South;BARKER
S;5501;Dublin;GREY
S;5151;Piccadilly;MAYO
S;5114;Uleybury;SPENCE
S;5495;Port Germein;GREY
S;5233;Forreston;MAYO
S;5291;Allendale East;BARKER
S;5244;Harrogate;MAYO
S;5554;Wallaroo Mines;GREY
S;5270;Mundulla;BARKER
S;5235;Eden Valley;BARKER
S;5118;Kalbeeba;SPENCE
S;5252;Brukunga;MAYO
S;5277;Tarpeena;BARKER
S;5144;Carey Gully;MAYO
S;5481;Wirrabara;GREY
S;5573;Port Victoria;GREY
S;5214;Currency Creek;MAYO
S;5266;Tintinara;BARKER
S;5560;Bute;GREY
S;5114;Humbug Scrub;MAYO
S;5114;Humbug Scrub;SPENCE
S;5140;Greenhill;MAYO
S;5232;Cudlee Creek;MAYO
S;5118;Reid;SPENCE
S;5280;Tantanoola;BARKER
S;5690;Thevenard;GREY
S;5204;Carrickalinga;MAYO
S;5554;Jerusalem;GREY
S;5355;Stockwell;BARKER
S;5520;Snowtown;GREY
S;5064;Mount Osmond;STURT
S;5121;Penfield;SPENCE
S;5013;Wingfield;HINDMARSH
S;5013;Wingfield;MAKIN
S;5172;Willunga South;MAYO
S;5132;Paracombe;MAYO
S;5132;Paracombe;STURT
S;5255;Langhorne Creek;MAYO
S;5254;Mypolonga;BARKER
