state;postcode;locality;division
D;872;Ulpanyali;LINGIARI
D;872;Wanmarra;LINGIARI
D;880;Balma;LINGIARI
D;820;One Mile Dam;SOLOMON
D;820;Railway Dam;SOLOMON
D;822;Djirrbiyak;LINGIARI
D;822;Ji-Malawa;LINGIARI
D;852;Daly Waters;LINGIARI
D;854;Sandridge;LINGIARI
D;862;Brunette Downs Stn;LINGIARI
D;862;Kurntapurra;LINGIARI
D;862;Murphys Place;LINGIARI
D;862;Nguraminyi;LINGIARI
D;862;Ngurrayamini;LINGIARI
D;862;Nguyarramini;LINGIARI
D;862;Rockhampton Downs Stn;LINGIARI
D;872;Red Sandhill;LINGIARI
D;822;Bremer Island North;LINGIARI
D;822;Gutjangan;LINGIARI
D;852;Manbulloo;LINGIARI
D;854;Bone Lagoon;LINGIARI
D;854;Bowen Lagoon;LINGIARI
D;854;Wada Warra;LINGIARI
D;872;Importna;LINGIARI
D;872;Namatjira's Camp;LINGIARI
D;880;Buymarr;LINGIARI
D;820;Coonawarra;SOLOMON
D;822;Bardalumba;LINGIARI
D;822;Bartalumba Bay;LINGIARI
D;822;Rakula;LINGIARI
D;872;Alpara;LINGIARI
D;822;Bulgul;LINGIARI
D;822;Finniss Valley;LINGIARI
D;822;Kolorbidahdah;LINGIARI
D;822;Korlobirrahda;LINGIARI
D;822;Wadjigan;LINGIARI
D;822;Wudapuli;LINGIARI
D;860;Corella Creek;LINGIARI
D;862;Mungalawurru;LINGIARI
D;872;Rocket Range;LINGIARI
D;872;Undurana 1c;LINGIARI
D;872;Undurana 2a;LINGIARI
D;822;Banthula;LINGIARI
D;822;Kabulwarnamyo;LINGIARI
D;837;Manton;LINGIARI
D;852;Victoria River Downs Stn;LINGIARI
D;862;Mallapunyah Springs Stn;LINGIARI
D;872;Alkuptija;LINGIARI
D;872;Gillan Bore;LINGIARI
D;822;Nama;LINGIARI
D;862;Kiana;LINGIARI
D;872;Corkwood Bore;LINGIARI
D;872;Kings Canyon National Pk;LINGIARI
D;872;Watarrka National Park;LINGIARI
D;880;Maywundji;LINGIARI
D;880;Rurrangala;LINGIARI
D;880;Rurranli;LINGIARI
D;822;Bolkdjam;LINGIARI
D;822;Wurankuwu;LINGIARI
D;846;Amangal;LINGIARI
D;846;Wairia;LINGIARI
D;870;Anthepe;LINGIARI
D;872;Camel Camp;LINGIARI
D;872;Mpwelarre;LINGIARI
D;872;Walkabout Bore;LINGIARI
D;822;Gochan Jiny-Jirra;LINGIARI
D;822;Ngangalala;LINGIARI
D;822;Pickertaramoor;LINGIARI
D;822;Tiwi College;LINGIARI
D;862;Wogyala;LINGIARI
D;872;Artekerre;LINGIARI
D;872;Harry Creek;LINGIARI
D;880;Dhuruputjpi;LINGIARI
D;886;Patonga;LINGIARI
D;886;Patonga Airstrip;LINGIARI
D;822;Mata Mata;LINGIARI
D;822;Mumeka;LINGIARI
D;862;Newcastle Waters;LINGIARI
D;872;Alum;LINGIARI
D;872;Alyuen;LINGIARI
D;872;Ukaka;LINGIARI
D;810;Kulaluk;SOLOMON
D;822;Buluhkaduru;LINGIARI
D;822;Gawa;LINGIARI
D;822;Ji-Marda;LINGIARI
D;822;Kubumi;LINGIARI
D;822;Tipperary Stn;LINGIARI
D;822;Yikarrakkal;LINGIARI
D;870;Abbots Camp;LINGIARI
D;870;Mpwetyerre;LINGIARI
D;870;New Ilparpa;LINGIARI
D;872;Bp Camp;LINGIARI
D;822;Gamardi;LINGIARI
D;822;Rorruwuy;LINGIARI
D;850;Gorge Camp;LINGIARI
D;850;Jodetluk;LINGIARI
D;850;Maud Creek;LINGIARI
D;852;Katherine Gorge;LINGIARI
D;852;Nitmiluk;LINGIARI
D;872;Pungalindum;LINGIARI
D;880;Galupa;LINGIARI
D;822;East Arm;SOLOMON
D;870;Mt Nancy;LINGIARI
D;822;Tortilla Flats;LINGIARI
D;822;Matapan;LINGIARI
D;822;Merrepen;LINGIARI
D;872;Antarringinya;LINGIARI
D;872;Burt Creek;LINGIARI
D;872;Indaringinya;LINGIARI
D;872;Irrerlirre;LINGIARI
D;872;Mt Swan;LINGIARI
D;822;Acacia Larrakia;LINGIARI
D;852;Barnjarn;LINGIARI
D;852;Werenbun;LINGIARI
D;870;Ilperle-Tyathe;LINGIARI
D;870;Llbilitjatja;LINGIARI
D;870;Motor Registry;LINGIARI
D;870;Walpiri;LINGIARI
D;830;Yarrawonga;LINGIARI
D;854;Campbell Spring;LINGIARI
D;854;Munyalini;LINGIARI
D;872;Angawangere;LINGIARI
D;872;Hugh;LINGIARI
D;872;Inkawenyerre;LINGIARI
D;872;Iylentye;LINGIARI
D;872;Mbunghara;LINGIARI
D;872;Mosquito Bore;LINGIARI
D;872;Umpangara;LINGIARI
D;822;Yathalamarra;LINGIARI
D;852;Lingara;LINGIARI
D;854;Garawa 2;LINGIARI
D;872;Atnwengerrpe;LINGIARI
D;822;Middle Point;LINGIARI
D;852;Gilwi;LINGIARI
D;862;Kurrajong Bore;LINGIARI
D;872;Imangara;LINGIARI
D;872;Inkwelaye;LINGIARI
D;872;Ngkulaya;LINGIARI
D;872;Anthelk-Ewlpaye;LINGIARI
D;872;Atnarara;LINGIARI
D;872;Charles Creek;LINGIARI
D;872;Soakage Bore;LINGIARI
D;870;Golders Camp;LINGIARI
D;870;Ilpeye-Ilpeye;LINGIARI
D;822;Douglas Daly;LINGIARI
D;822;Mamadawerre;LINGIARI
D;862;Aniltjiy;LINGIARI
D;862;Atneltyey;LINGIARI
D;862;Boundary Bore;LINGIARI
D;880;Raymangirr;LINGIARI
D;820;Darwin RAAF Base;SOLOMON
D;822;Robin Falls;LINGIARI
D;852;Innesvale Stn;LINGIARI
D;852;Menngen;LINGIARI
D;829;Pinelands;SOLOMON
D;822;Stapleton;LINGIARI
D;870;Ilyiperenye;LINGIARI
D;870;Old Timers Camp;LINGIARI
D;822;Malkala;LINGIARI
D;822;Woodycupaldiya;LINGIARI
D;822;Wudikapildiyeer;LINGIARI
D;870;Nyewente;LINGIARI
D;870;Oothnarangatcha;LINGIARI
D;872;Angkarripa;LINGIARI
D;872;Ankerrapw;LINGIARI
D;872;Trucking Yards;LINGIARI
D;880;Birany Birany;LINGIARI
D;828;Knuckey Lagoon Indig Vlge;LINGIARI
D;860;Dump Camp;LINGIARI
D;860;Kaitej;LINGIARI
D;860;Karliwampa;LINGIARI
D;860;Lumin Christie;LINGIARI
D;860;Marla Marla;LINGIARI
D;880;Donydji;LINGIARI
D;852;Police Lagoon;LINGIARI
D;854;Wandangula;LINGIARI
D;870;Karnte;LINGIARI
D;822;Marrkolidjban;LINGIARI
D;862;Elliott South Camp;LINGIARI
D;862;Wilyuku;LINGIARI
D;872;Murray Downs Stn;LINGIARI
D;820;Minmarama Park;SOLOMON
D;872;Arkarnana;LINGIARI
D;872;Bonya Baikal;LINGIARI
D;872;Orrtipa-Thurra;LINGIARI
D;880;Gurrumuru;LINGIARI
D;822;Blackmore;LINGIARI
D;872;Tara;LINGIARI
D;822;Weddell;LINGIARI
D;854;King Ash Bay;LINGIARI
D;850;Katherine Transit Camp;LINGIARI
D;850;Walpiri Transient Camp;LINGIARI
D;850;Warlpiri Camp;LINGIARI
D;822;Daly River;LINGIARI
D;862;Marlinja;LINGIARI
D;872;Mulga Bore;LINGIARI
D;870;Inarlenge;LINGIARI
D;870;Little Sisters;LINGIARI
D;872;Atheley;LINGIARI
D;880;Birritjimi;LINGIARI
D;880;Wallaby Beach;LINGIARI
D;822;Mudginberri;LINGIARI
D;840;Dundee Forest;LINGIARI
D;852;Mulggan;LINGIARI
D;880;Garrthalala;LINGIARI
D;822;Lake Bennett;LINGIARI
D;872;McLaren Creek Stn;LINGIARI
D;872;Mungkarta;LINGIARI
D;886;Jabiru Town Camp;LINGIARI
D;886;Manaburdurma;LINGIARI
D;822;Hughes;LINGIARI
D;870;Larapinta Valley;LINGIARI
D;870;Yarintja Assoc;LINGIARI
D;870;Yarrenty Altere;LINGIARI
D;872;Arawerr;LINGIARI
D;872;Arrawarra;LINGIARI
D;872;Nturiya;LINGIARI
D;872;Soapy Bore;LINGIARI
D;822;Bynoe;LINGIARI
D;830;Palmerston City;SOLOMON
D;822;Kakadu National Park;LINGIARI
D;830;Palmerston Indigenous Vlg;LINGIARI
D;830;Palmerston Town Camp;LINGIARI
D;870;Ewyenper Atwatye;LINGIARI
D;870;Hidden Valley;LINGIARI
D;870;Ilpea Ilpea;LINGIARI
D;822;Manmoyi;LINGIARI
D;852;Amanbidji;LINGIARI
D;852;Kildurk Stn;LINGIARI
D;852;Eva Valley Stn;LINGIARI
D;852;Manyallaluk;LINGIARI
D;872;Irrultja;LINGIARI
D;852;Rittarangu;LINGIARI
D;852;Urapunga;LINGIARI
D;852;Weemol;LINGIARI
D;850;Emungalan;LINGIARI
D;854;Garawa 1;LINGIARI
D;852;Florina;LINGIARI
D;845;Rum Jungle;LINGIARI
D;852;Bulla;LINGIARI
D;860;Wuppa;LINGIARI
D;852;Venn;LINGIARI
D;860;Tingkarli;LINGIARI
D;860;Tinkarli;LINGIARI
D;810;Casuarina;SOLOMON
D;847;Kybrook Farm;LINGIARI
D;852;Myatt;LINGIARI
D;6799;West Island;LINGIARI
D;822;Mapuru;LINGIARI
D;872;Wallace Rockhole;LINGIARI
D;828;11 Mile;LINGIARI
D;822;Emu Point;LINGIARI
D;845;Eva Valley;LINGIARI
D;872;Iwupataka;LINGIARI
D;872;Jay Creek;LINGIARI
D;852;Pigeon Hole;LINGIARI
D;880;Dhalinybuy;LINGIARI
D;852;Timber Creek;LINGIARI
D;880;Boruwuy;LINGIARI
D;880;Wandawuy;LINGIARI
D;880;Wulwulwuy;LINGIARI
D;872;Wilora;LINGIARI
D;862;Elliott;LINGIARI
D;870;Flynn;LINGIARI
D;860;Nyinkkanyunu;LINGIARI
D;860;Sorry Camp;LINGIARI
D;860;Village Camp;LINGIARI
D;822;Gan Gan;LINGIARI
D;860;East side Camp;LINGIARI
D;860;Kargaru;LINGIARI
D;860;Tennant Creek Town Camp;LINGIARI
D;860;Wartilpungara;LINGIARI
D;822;Milyakburra;LINGIARI
D;860;Mulga Camp;LINGIARI
D;860;Ngalpa Ngalpa;LINGIARI
D;840;Dundee Downs;LINGIARI
D;810;Lee Point;SOLOMON
D;822;Tumbling Waters;LINGIARI
D;852;Daguragu;LINGIARI
D;852;Wattie Creek;LINGIARI
D;6798;Kampong;LINGIARI
D;872;Pmara Jutunta;LINGIARI
D;872;Six Mile;LINGIARI
D;6798;Drumsite;LINGIARI
D;830;15 Mile;LINGIARI
D;852;Rockhole;LINGIARI
D;854;Yanyula;LINGIARI
D;822;Fly Creek;LINGIARI
D;852;Edith;LINGIARI
D;852;Uralla;LINGIARI
D;854;Mara;LINGIARI
D;6798;Settlement;LINGIARI
D;820;Bagot;SOLOMON
D;872;Ti Tree;LINGIARI
D;847;Pine Creek;LINGIARI
D;870;White Gums;LINGIARI
D;822;Peppimenarti;LINGIARI
D;880;Baniyala;LINGIARI
D;880;Yilpara;LINGIARI
D;862;Elliott North Camp;LINGIARI
D;862;Gurungu;LINGIARI
D;872;Engawala;LINGIARI
D;872;Imanpa;LINGIARI
D;822;Southport;LINGIARI
D;822;Lloyd Creek;LINGIARI
D;852;Bulman;LINGIARI
D;852;Gulin Gulin;LINGIARI
D;862;Epenarra;LINGIARI
D;872;Wutunugurra;LINGIARI
D;872;Atitjere;LINGIARI
D;820;Winnellie;SOLOMON
D;872;Canteen Creek;LINGIARI
D;872;Haasts Bluff;LINGIARI
D;872;Ikuntji;LINGIARI
D;852;Mataranka;LINGIARI
D;872;Arlparra;LINGIARI
D;872;Urapuntja Store;LINGIARI
D;6798;Poon Saan;LINGIARI
D;820;Eaton;SOLOMON
D;850;Kalano;LINGIARI
D;850;Miali Brumby;LINGIARI
D;850;Mialli;LINGIARI
D;854;Robinson River;LINGIARI
D;870;Ciccone;LINGIARI
D;872;Amoonguna;LINGIARI
D;872;Titjikala;LINGIARI
D;872;Nyirripi;LINGIARI
D;822;Belyuen;LINGIARI
D;822;Delissaville;LINGIARI
D;846;Adelaide River;LINGIARI
D;870;Alice Springs;LINGIARI
D;872;Apatula;LINGIARI
D;872;Finke;LINGIARI
D;872;Areyonga;LINGIARI
D;873;Arumbera;LINGIARI
D;872;Mt Allan Stn;LINGIARI
D;872;Yuelamu;LINGIARI
D;6798;Silver City;LINGIARI
D;822;Lambells Lagoon;LINGIARI
D;840;Dundee Beach;LINGIARI
D;870;Mt Johns;LINGIARI
D;852;Binjari;LINGIARI
D;872;Mt Liebig;LINGIARI
D;872;Laramba;LINGIARI
D;852;Yarralin;LINGIARI
D;822;Cape Don;LINGIARI
D;822;Croker Island;LINGIARI
D;822;Minjilang;LINGIARI
D;872;Watiyawanukuula;LINGIARI
D;872;Willowra;LINGIARI
D;837;Noonamah;LINGIARI
D;852;Djembere;LINGIARI
D;852;Duck Creek;LINGIARI
D;852;Jilkminggan;LINGIARI
D;829;Holtze;LINGIARI
D;870;Connellan;LINGIARI
D;880;Gunyangara;LINGIARI
D;880;Ski Beach;LINGIARI
D;872;Alpurrurulam;LINGIARI
D;872;Lake Nash;LINGIARI
D;839;Coolalinga;LINGIARI
D;845;Batchelor;LINGIARI
D;873;Kilgariff;LINGIARI
D;852;Bamyili;LINGIARI
D;852;Barunga;LINGIARI
D;870;Stuart;LINGIARI
D;872;Docker River;LINGIARI
D;872;Kaltukatjara;LINGIARI
D;828;Knuckey Lagoon;LINGIARI
D;822;Livingstone;LINGIARI
D;822;Nganmarriyanga;LINGIARI
D;822;Palumpa;LINGIARI
D;822;Garden Point;LINGIARI
D;822;Pirlangimpi;LINGIARI
D;822;Pularumpi;LINGIARI
D;850;Lansdowne;LINGIARI
D;822;Marrakai;LINGIARI
D;822;Daly River Community;LINGIARI
D;822;Nauiyu;LINGIARI
D;854;Borroloola;LINGIARI
D;870;Ilparpa;LINGIARI
D;872;Mutitjulu;LINGIARI
D;822;Umbakumba;LINGIARI
D;822;Goulburn Island;LINGIARI
D;822;Warruwi;LINGIARI
D;872;Kintore;LINGIARI
D;872;Walangkura;LINGIARI
D;822;Melville Island;LINGIARI
D;822;Milikapiti;LINGIARI
D;822;Snake Bay;LINGIARI
D;822;Wagait Beach;LINGIARI
D;872;Ayers Rock;LINGIARI
D;872;Yulara;LINGIARI
D;6799;Home Island;LINGIARI
D;872;Ampilatwatja;LINGIARI
D;852;Kalkarindji;LINGIARI
D;886;Jabiru;LINGIARI
D;820;Larrakeyah Barracks;SOLOMON
D;885;Alyangula;LINGIARI
D;885;Groote Eylandt;LINGIARI
D;872;Alekerunge;LINGIARI
D;872;Ali Curung;LINGIARI
D;872;Warrabri;LINGIARI
D;872;Papunya;LINGIARI
D;852;Beswick;LINGIARI
D;852;Wugularr;LINGIARI
D;872;Lt Jinta Porta;LINGIARI
D;872;Ltyente Purte;LINGIARI
D;872;Santa Teresa;LINGIARI
D;6799;Cocos Islands;LINGIARI
D;820;The Gardens;SOLOMON
D;852;Hodgson Downs Stn;LINGIARI
D;852;Miniyeri;LINGIARI
D;852;Minyerri;LINGIARI
D;841;Darwin River;LINGIARI
D;822;Acacia Hills;LINGIARI
D;873;Ross;LINGIARI
D;872;Hermannsburg;LINGIARI
D;872;Ntaria;LINGIARI
D;822;McMinns Lagoon;LINGIARI
D;852;Hooker Creek;LINGIARI
D;852;Lajamanu;LINGIARI
D;820;The Narrows;SOLOMON
D;830;Marlow Lagoon;SOLOMON
D;853;Tindal;LINGIARI
D;838;Berry Springs;LINGIARI
D;872;Twin Hills Camp;LINGIARI
D;872;Yuendumu;LINGIARI
D;810;Brinkin;SOLOMON
D;822;Numbulwar;LINGIARI
D;820;City Valley;SOLOMON
D;820;Woolner;SOLOMON
D;822;Bees Creek;LINGIARI
D;850;Cossack;LINGIARI
D;822;Angurugu;LINGIARI
D;830;Robertson Barracks;LINGIARI
D;828;Berrimah;SOLOMON
D;850;Katherine;LINGIARI
D;852;Ngukurr;LINGIARI
D;852;Roper River;LINGIARI
D;880;Yirrkala;LINGIARI
D;822;Ramingining;LINGIARI
D;870;Desert Springs;LINGIARI
D;822;Lake Evella;LINGIARI
D;880;Gapuwiyak;LINGIARI
D;822;Gunbalanya;LINGIARI
D;822;Oenpelli;LINGIARI
D;812;Marrara;SOLOMON
D;812;Northlakes;SOLOMON
D;822;Milingimbi;LINGIARI
D;870;The Gap;LINGIARI
D;820;Ludmilla;SOLOMON
D;830;Farrar;LINGIARI
D;836;Herbert;LINGIARI
D;836;Girraween;LINGIARI
D;822;Arsy;LINGIARI
D;822;Bathurst Island;LINGIARI
D;822;Nguiu;LINGIARI
D;822;Wurrumiyanga;LINGIARI
D;810;Nakara;SOLOMON
D;850;Katherine South;LINGIARI
D;832;Johnston;LINGIARI
D;820;Bayview;SOLOMON
D;820;Bayview Haven;SOLOMON
D;834;Virginia;LINGIARI
D;810;Lyons;SOLOMON
D;810;Jingili;SOLOMON
D;810;Wagaman;SOLOMON
D;810;Wanguri;SOLOMON
D;810;Moil;SOLOMON
D;810;Alawa;SOLOMON
D;860;Tennant Creek;LINGIARI
D;810;Tiwi;SOLOMON
D;832;Bellamack;SOLOMON
D;870;Araluen;LINGIARI
D;810;Millner;SOLOMON
D;822;Port Keats;LINGIARI
D;822;Wadeye;LINGIARI
D;812;Anula;SOLOMON
D;812;Wulagi;SOLOMON
D;870;Sadadeen;LINGIARI
D;875;Larapinta;LINGIARI
D;822;Barkirat;LINGIARI
D;822;Elcho Island;LINGIARI
D;822;Galiwinku;LINGIARI
D;880;Gove;LINGIARI
D;880;Nhulunbuy;LINGIARI
D;832;Gunn;SOLOMON
D;832;The Chase;SOLOMON
D;810;Coconut Grove;SOLOMON
D;810;Sunset Cove;SOLOMON
D;820;Parap;SOLOMON
D;820;Cullen Bay;SOLOMON
D;820;Larrakeyah;SOLOMON
D;822;Maningrida;LINGIARI
D;830;Driver;SOLOMON
D;830;Fairway Ridge;SOLOMON
D;820;Fannie Bay;SOLOMON
D;810;Rapid Creek;SOLOMON
D;810;Muirhead;SOLOMON
D;835;Howard Springs;LINGIARI
D;870;East Side;LINGIARI
D;832;Bakewell;SOLOMON
D;870;Braitling;LINGIARI
D;812;Malak;SOLOMON
D;850;Katherine East;LINGIARI
D;830;Moulden;SOLOMON
D;830;Woodroffe;SOLOMON
D;830;Durack;SOLOMON
D;830;Fairway Waters;SOLOMON
D;830;The Mews;SOLOMON
D;812;Sanderson;SOLOMON
D;810;Nightcliff;SOLOMON
D;830;Dunbar Heights;SOLOMON
D;830;Gray;SOLOMON
D;832;Rosebery;SOLOMON
D;820;Stuart Park;SOLOMON
D;820;Tipperary Waters;SOLOMON
D;832;Zuccoli;LINGIARI
D;870;Gillen;LINGIARI
D;836;Humpty Doo;LINGIARI
D;812;Leanyer;SOLOMON
D;812;Woodleigh Gardens;SOLOMON
D;800;Darwin;SOLOMON
D;812;Karama;SOLOMON
N;2304;Mayfield North;NEWCASTLE
N;2357;Napier Lane;PARKES
N;2370;Kingsgate;NEW ENGLAND
N;2388;The Pilliga;PARKES
N;2428;Wallingat;LYNE
N;2430;Kiwarrak;LYNE
N;2454;Hydes Creek;COWPER
N;2476;Muli Muli;PAGE
N;2477;Goat Island;PAGE
N;2535;Budderoo;GILMORE
N;2540;Yalwal;GILMORE
N;2551;Nungatta South;EDEN-MONARO
N;2577;Berrima Junction;WHITLAM
N;2577;Upper Kangaroo Valley;GILMORE
N;2577;Upper Kangaroo Valley;WHITLAM
N;2587;Demondrille;RIVERINA
N;2622;Berlang;EDEN-MONARO
N;2622;Quiera;GILMORE
N;2624;Smiggin Holes;EDEN-MONARO
N;2627;Creel Bay;EDEN-MONARO
N;2629;Kiandra;RIVERINA
N;2632;Nungatta;EDEN-MONARO
N;2648;Moorara;FARRER
N;2653;Westdale;RIVERINA
N;2715;Mungo;FARRER
N;2720;Blowering;RIVERINA
N;2720;Couragago;RIVERINA
N;2720;Wereboldera;RIVERINA
N;2756;Central Colo;MACQUARIE
N;2756;Mellong;MACQUARIE
N;2790;Newnes;CALARE
N;2795;Dog Rocks;CALARE
N;2824;Beemunnel;PARKES
N;2849;Upper Bylong;CALARE
N;2850;Tichular;CALARE
N;2047;Rodd Island;SYDNEY
N;2142;Camellia;PARRAMATTA
N;2142;Clyde;BLAXLAND
N;2142;Clyde;PARRAMATTA
N;2200;Bankstown Aerodrome;WATSON
N;2234;Lucas Heights;HUGHES
N;2250;Ten Mile Hollow;MACQUARIE
N;2256;Wondabyne;ROBERTSON
N;2325;Milsons Arm;HUNTER
N;2337;Omadale;NEW ENGLAND
N;2337;Pages Creek;NEW ENGLAND
N;2340;Barry;NEW ENGLAND
N;2350;Guy Fawkes;NEW ENGLAND
N;2358;Gostwyck;NEW ENGLAND
N;2365;South Guyra;NEW ENGLAND
N;2371;Capoompeta;NEW ENGLAND
N;2415;Upper Karuah River;LYNE
N;2441;Gearys Flat;LYNE
N;2446;Cairncross;LYNE
N;2460;Deep Creek;PAGE
N;2466;Woody Head;PAGE
N;2469;Pikapene;PAGE
N;2469;Six Mile Swamp;PAGE
N;2476;Brumby Plains;PAGE
N;2508;Woronora Dam;CUNNINGHAM
N;2540;Mondayong;GILMORE
N;2551;Wonboyn North;EDEN-MONARO
N;2560;Cataract;HUME
N;2577;Macquarie Pass;WHITLAM
N;2620;Environa;EDEN-MONARO
N;2620;Yarrow;EDEN-MONARO
N;2622;Coolumburra;GILMORE
N;2631;Boco;EDEN-MONARO
N;2710;Moonbria;FARRER
N;2710;Willurah;FARRER
N;2716;Marjimmy;FARRER
N;2733;Keri Keri;FARRER
N;2756;Scheyville;MACQUARIE
N;2835;Bulla;PARKES
N;2840;Barringun;PARKES
N;2849;Dungeree;CALARE
N;2849;Lee Creek;CALARE
N;2849;Murrumbo;CALARE
N;2850;Barigan;CALARE
N;2850;Two Mile Flat;CALARE
N;2141;Rookwood;BLAXLAND
N;2372;Undercliffe;NEW ENGLAND
N;2420;Hanleys Creek;LYNE
N;2422;Woko;LYNE
N;2428;Tiona;LYNE
N;2443;Jolly Nose;LYNE
N;2453;Maynards Plains;COWPER
N;2456;Corindi;PAGE
N;2460;Newbold;PAGE
N;2460;Wombat Creek;PAGE
N;2463;The Sandon;PAGE
N;2469;Lower Peacock;PAGE
N;2469;Paddys Flat;PAGE
N;2469;Pagans Flat;PAGE
N;2470;Babyl Creek;PAGE
N;2508;Lilyvale;CUNNINGHAM
N;2540;Bream Beach;GILMORE
N;2540;Tullarwalla;GILMORE
N;2545;Belowra;EDEN-MONARO
N;2546;Tinpot;EDEN-MONARO
N;2577;Red Rocks;GILMORE
N;2622;Snowball;EDEN-MONARO
N;2622;St George;GILMORE
N;2628;Snowy Plain;EDEN-MONARO
N;2631;Mount Cooper;EDEN-MONARO
N;2632;Palarang;EDEN-MONARO
N;2675;Lake Brewster;FARRER
N;2715;Yanga;FARRER
N;2790;State Mine Gully;CALARE
N;2795;Ballyroe;CALARE
N;2795;Colo;CALARE
N;2824;Red Hill;PARKES
N;2830;Beni;PARKES
N;2850;Ben Buckley;CALARE
N;2850;Worlds End;CALARE
N;2148;Arndell Park;MCMAHON
N;2369;Bassendean;NEW ENGLAND
N;2372;Bungulla;NEW ENGLAND
N;2422;Giro;LYNE
N;2422;Glen Ward;LYNE
N;2424;Cells River;LYNE
N;2453;Cascade;COWPER
N;2460;Lionsville;PAGE
N;2469;Coongbar;PAGE
N;2571;Maldon;HUME
N;2575;Goodmans Ford;WHITLAM
N;2583;Cottawalla;RIVERINA
N;2622;Corang;EDEN-MONARO
N;2622;Marlowe;EDEN-MONARO
N;2624;Charlottes Pass;EDEN-MONARO
N;2630;Myalla;EDEN-MONARO
N;2646;Sanger;FARRER
N;2649;Nurenmerenmong;RIVERINA
N;2710;Steam Plains;FARRER
N;2722;Brungle Creek;RIVERINA
N;2734;Wetuppa;FARRER
N;2787;Mayfield;CALARE
N;2827;Merrigal;PARKES
N;2828;Warrumbungle;PARKES
N;2844;Merotherie;CALARE
N;2849;Coggan;CALARE
N;2849;Upper Growee;CALARE
N;2850;Cumbo;CALARE
N;2850;Moolarben;CALARE
N;2281;Little Pelican;SHORTLAND
N;2330;Lemington;HUNTER
N;2337;Brawboy;NEW ENGLAND
N;2343;Windy;NEW ENGLAND
N;2360;Newstead;NEW ENGLAND
N;2372;Rivertree;NEW ENGLAND
N;2397;Jews Lagoon;PARKES
N;2422;Terreel;LYNE
N;2428;Wallis Lake;LYNE
N;2430;Cabbage Tree Island;LYNE
N;2460;Carnham;PAGE
N;2469;Mount Marsh;PAGE
N;2469;Upper Duck Creek;PAGE
N;2550;Kingswood;EDEN-MONARO
N;2550;Nelson;EDEN-MONARO
N;2551;Nullica;EDEN-MONARO
N;2583;Blanket Flat;RIVERINA
N;2630;Dangelong;EDEN-MONARO
N;2630;Ironmungy;EDEN-MONARO
N;2632;Coolumbooka;EDEN-MONARO
N;2633;Tombong;EDEN-MONARO
N;2644;Coppabella;FARRER
N;2650;Bulgary;RIVERINA
N;2714;Aratula;FARRER
N;2787;Yerranderie;HUME
N;2795;Bald Ridge;CALARE
N;2795;Copperhannia;CALARE
N;2795;Jeremy;CALARE
N;2800;Four Mile Creek;CALARE
N;2835;Irymple;PARKES
N;2848;Brogans Creek;CALARE
N;2870;Bumberry;CALARE
N;2333;Edderton;NEW ENGLAND
N;2337;Tomalla;NEW ENGLAND
N;2347;Mayvale;NEW ENGLAND
N;2372;Bookookoorara;NEW ENGLAND
N;2372;Wylie Creek;NEW ENGLAND
N;2403;Gragin;NEW ENGLAND
N;2422;Berrico;LYNE
N;2424;Tiri;LYNE
N;2430;Saltwater;LYNE
N;2453;Marengo;PAGE
N;2460;Eighteen Mile;PAGE
N;2469;Capeen Creek;PAGE
N;2469;Louisa Creek;PAGE
N;2474;Sawpit Creek;PAGE
N;2476;The Glen;PAGE
N;2538;Mount Kingiman;GILMORE
N;2580;Mayfield;EDEN-MONARO
N;2630;Glen Fergus;EDEN-MONARO
N;2632;Merriangaah;EDEN-MONARO
N;2648;Pine Camp;FARRER
N;2650;Wallacetown;RIVERINA
N;2730;Lower Bago;RIVERINA
N;2738;Mallee;FARRER
N;2794;Mount Collins;RIVERINA
N;2795;Fitzgeralds Valley;CALARE
N;2824;Oxley;PARKES
N;2824;Snakes Plain;PARKES
N;2829;Pine Grove;PARKES
N;2849;Kelgoola;CALARE
N;2850;Sallys Flat;CALARE
N;2850;Ullamalla;CALARE
N;2852;Cumbandry;CALARE
N;2337;Glenrock;NEW ENGLAND
N;2339;Chilcotts Creek;NEW ENGLAND
N;2360;Wandera;NEW ENGLAND
N;2371;Yellow Dam;NEW ENGLAND
N;2422;Rawdon Vale;LYNE
N;2429;Bulga Forest;LYNE
N;2430;Lansdowne Forest;LYNE
N;2439;Kerewong;LYNE
N;2445;Grants Beach;LYNE
N;2449;Kennaicle Creek;COWPER
N;2460;Carrs Island;PAGE
N;2460;Punchbowl;PAGE
N;2463;Jacky Bulbin;PAGE
N;2471;Green Forest;PAGE
N;2567;Smeaton Grange;MACARTHUR
N;2580;Woodhouselee;EDEN-MONARO
N;2580;Woodhouselee;RIVERINA
N;2622;Back Creek;EDEN-MONARO
N;2630;Frying Pan;EDEN-MONARO
N;2646;Nyora;FARRER
N;2648;Para;FARRER
N;2716;Gala Vale;FARRER
N;2716;Mabins Well;FARRER
N;2729;Cooleys Creek;RIVERINA
N;2820;Medway;CALARE
N;2824;Eenaweena;PARKES
N;2828;Quanda;PARKES
N;2829;Urawilkie;PARKES
N;2831;Babinda;PARKES
N;2831;Macquarie Marshes;PARKES
N;2831;Pine Clump;PARKES
N;2839;Narran Lake;PARKES
N;2163;Lansdowne;WATSON
N;2232;Audley;HUGHES
N;2232;Deer Park;HUGHES
